DRINKING WATER,ISO3,Year,"Population 
(thousands)",% urban,RURAL,,,,,URBAN,,,,,TOTAL,,,,,RURAL,,,,,,,URBAN,,,,,,,TOTAL,,,,,,,,,,,
"COUNTRY, AREA OR TERRITORY",,,,,,,,,,,,,,,,,,,,"Proportion of population using 
improved water supplies",,,,,,,"Proportion of population using 
improved water supplies",,,,,,,"Proportion of population using 
improved water supplies",,,,,,,,,,,
Zambia,ZMB,2010,   13 792,39,40,6,34,20,1.05,86,4,10,1,0.27,58,5,24,13,0.97,-,6,27,-,-,6,40,51,51,53,78,0.07,75,15,-,24,38,-,-,33,30,5324,Sub-Saharan Africa,AFR,Eastern and Southern Africa,Sub-Saharan Africa
Zambia,ZMB,2011,   14 266,40,41,7,33,19,1.05,86,4,9,1,0.27,59,5,24,12,0.97,-,6,28,-,-,6,42,52,52,53,81,0.07,74,15,-,24,38,-,-,33,31,5325,Sub-Saharan Africa,AFR,Eastern and Southern Africa,Sub-Saharan Africa
Zambia,ZMB,2012,   14 745,40,42,7,33,18,1.05,86,4,9,1,0.27,60,5,23,11,0.97,-,7,29,-,-,6,43,52,52,52,83,0.07,73,16,-,25,38,-,-,33,32,5326,Sub-Saharan Africa,AFR,Eastern and Southern Africa,Sub-Saharan Africa
Zambia,ZMB,2013,   15 235,41,43,7,32,18,1.05,86,4,9,1,0.27,61,6,23,11,0.97,-,7,31,-,-,6,45,51,53,51,85,0.07,73,17,-,26,39,-,-,33,33,5327,Sub-Saharan Africa,AFR,Eastern and Southern Africa,Sub-Saharan Africa
Zambia,ZMB,2014,   15 738,41,44,7,32,17,1.05,87,4,9,1,0.27,62,6,22,10,0.97,-,7,32,-,-,6,46,50,54,50,88,0.07,72,18,-,26,39,-,-,33,34,5328,Sub-Saharan Africa,AFR,Eastern and Southern Africa,Sub-Saharan Africa
Zambia,ZMB,2015,   16 248,42,45,8,31,16,1.05,87,4,8,<1,0.27,63,6,22,10,0.97,-,8,33,-,-,6,47,49,54,49,90,0.07,72,19,-,27,40,-,-,33,35,5329,Sub-Saharan Africa,AFR,Eastern and Southern Africa,Sub-Saharan Africa
Zambia,ZMB,2016,   16 768,42,47,8,31,15,1.05,87,4,8,<1,0.27,64,6,21,9,0.97,-,8,34,-,-,6,49,49,55,49,91,0.07,71,20,-,28,40,-,-,33,37,5330,Sub-Saharan Africa,AFR,Eastern and Southern Africa,Sub-Saharan Africa
Zambia,ZMB,2017,   17 298,43,48,8,30,14,1.05,88,4,8,<1,0.27,65,6,21,8,0.97,-,8,35,-,-,6,50,48,56,48,91,0.07,70,21,-,29,40,-,-,33,38,5331,Sub-Saharan Africa,AFR,Eastern and Southern Africa,Sub-Saharan Africa
Zambia,ZMB,2018,   17 836,44,49,8,29,13,1.05,88,4,8,<1,0.27,66,6,20,8,0.97,-,8,36,-,-,5,52,47,57,47,91,0.07,70,22,-,29,41,-,-,34,39,5332,Sub-Saharan Africa,AFR,Eastern and Southern Africa,Sub-Saharan Africa
Zambia,ZMB,2019,   18 380,44,50,9,29,13,1.05,88,4,8,<1,0.27,67,6,19,7,0.97,-,9,37,-,-,5,53,46,57,46,92,0.07,69,22,-,30,41,-,-,34,40,5333,Sub-Saharan Africa,AFR,Eastern and Southern Africa,Sub-Saharan Africa
Zambia,ZMB,2020,   18 928,45,51,9,28,12,1.05,89,4,7,<1,0.27,68,6,19,7,0.97,-,9,38,-,-,5,54,45,58,45,92,0.07,69,23,-,31,41,-,-,34,41,5334,Sub-Saharan Africa,AFR,Eastern and Southern Africa,Sub-Saharan Africa
Zambia,ZMB,2021,   19 473,45,51,9,28,12,1.05,89,4,7,<1,0.27,68,6,19,7,0.97,-,9,38,-,-,5,54,45,58,45,92,0.07,69,23,-,31,41,-,-,34,40,5335,Sub-Saharan Africa,AFR,Eastern and Southern Africa,Sub-Saharan Africa
Zambia,ZMB,2022,   20 018,46,51,9,28,12,1.05,89,4,7,<1,0.27,68,6,19,7,0.97,-,9,38,-,-,5,54,45,58,45,92,0.07,69,23,-,32,41,-,-,34,40,5336,Sub-Saharan Africa,AFR,Eastern and Southern Africa,Sub-Saharan Africa
Zimbabwe,ZWE,2000,   11 835,34,60,10,21,9,-0.55,95,2,2,<1,-0.12,72,7,15,6,-0.44,17,17,38,29,-0.19,13,57,54,90,54,68,0.09,95,2,29,41,43,42,-0.12,41,38,5337,Sub-Saharan Africa,AFR,Eastern and Southern Africa,Sub-Saharan Africa
Zimbabwe,ZWE,2001,   11 911,34,60,10,21,9,-0.55,95,2,2,<1,-0.12,72,7,15,6,-0.44,17,17,38,29,-0.19,13,57,54,90,54,68,0.09,95,2,29,42,43,42,-0.12,41,38,5338,Sub-Saharan Africa,AFR,Eastern and Southern Africa,Sub-Saharan Africa
Zimbabwe,ZWE,2002,   11 985,35,59,10,21,9,-0.55,95,2,2,<1,-0.12,72,8,15,6,-0.44,17,17,38,29,-0.19,13,57,54,90,54,68,0.09,94,4,29,42,43,43,-0.12,41,39,5339,Sub-Saharan Africa,AFR,Eastern and Southern Africa,Sub-Saharan Africa
Zimbabwe,ZWE,2003,   12 076,34,59,11,21,9,-0.55,95,2,2,<1,-0.12,71,8,15,6,-0.44,17,17,39,29,-0.19,13,57,54,90,54,68,0.09,92,5,29,42,44,42,-0.12,40,39,5340,Sub-Saharan Africa,AFR,Eastern and Southern Africa,Sub-Saharan Africa
Zimbabwe,ZWE,2004,   12 161,34,58,11,21,9,-0.55,95,3,2,<1,-0.12,71,8,15,6,-0.44,17,17,40,29,-0.19,12,57,54,90,54,68,0.09,91,7,29,42,45,42,-0.12,39,40,5341,Sub-Saharan Africa,AFR,Eastern and Southern Africa,Sub-Saharan Africa
Zimbabwe,ZWE,2005,   12 225,34,57,12,22,9,-0.55,95,3,2,<1,-0.12,70,9,15,6,-0.44,16,16,41,29,-0.19,12,57,54,88,54,68,0.09,89,8,29,41,46,42,-0.12,38,40,5342,Sub-Saharan Africa,AFR,Eastern and Southern Africa,Sub-Saharan Africa
Zimbabwe,ZWE,2006,   12 330,34,57,12,22,9,-0.55,95,3,2,<1,-0.12,70,9,15,6,-0.44,16,16,43,29,-0.19,12,57,54,87,54,68,0.09,88,10,29,40,46,42,-0.12,38,41,5343,Sub-Saharan Africa,AFR,Eastern and Southern Africa,Sub-Saharan Africa
Zimbabwe,ZWE,2007,   12 451,34,56,13,22,9,-0.55,95,3,2,<1,-0.12,69,9,15,6,-0.44,16,16,44,29,-0.19,12,57,54,85,54,68,0.09,86,11,29,39,47,42,-0.12,37,42,5344,Sub-Saharan Africa,AFR,Eastern and Southern Africa,Sub-Saharan Africa
Zimbabwe,ZWE,2008,   12 550,34,55,13,22,9,-0.55,95,3,2,<1,-0.12,69,10,15,6,-0.44,16,16,45,29,-0.19,11,57,54,84,54,68,0.09,85,13,29,39,48,42,-0.12,36,42,5345,Sub-Saharan Africa,AFR,Eastern and Southern Africa,Sub-Saharan Africa
Zimbabwe,ZWE,2009,   12 680,33,55,14,22,10,-0.55,94,3,2,<1,-0.12,68,10,15,6,-0.44,15,15,46,28,-0.19,11,57,54,83,54,68,0.09,83,14,28,38,49,42,-0.12,35,43,5346,Sub-Saharan Africa,AFR,Eastern and Southern Africa,Sub-Saharan Africa
Zimbabwe,ZWE,2010,   12 840,33,54,14,22,10,-0.55,94,3,2,<1,-0.12,68,11,15,6,-0.44,15,15,47,28,-0.19,11,57,54,81,54,68,0.09,82,16,28,37,50,42,-0.12,35,44,5347,Sub-Saharan Africa,AFR,Eastern and Southern Africa,Sub-Saharan Africa
Zimbabwe,ZWE,2011,   13 026,33,54,15,22,10,-0.55,94,4,2,<1,-0.12,67,11,15,7,-0.44,15,15,48,28,-0.19,11,57,54,80,54,68,0.09,80,17,28,36,50,42,-0.12,34,44,5348,Sub-Saharan Africa,AFR,Eastern and Southern Africa,Sub-Saharan Africa
Zimbabwe,ZWE,2012,   13 265,33,53,15,22,10,-0.55,94,4,2,<1,-0.12,66,11,16,7,-0.44,15,15,50,28,-0.19,11,58,55,79,55,68,0.09,79,19,28,36,51,41,-0.12,33,45,5349,Sub-Saharan Africa,AFR,Eastern and Southern Africa,Sub-Saharan Africa
Zimbabwe,ZWE,2013,   13 555,33,52,16,22,10,-0.55,94,4,2,<1,-0.12,66,12,16,7,-0.44,14,14,51,28,-0.19,10,58,55,77,55,68,0.09,77,20,28,35,52,41,-0.12,32,45,5350,Sub-Saharan Africa,AFR,Eastern and Southern Africa,Sub-Saharan Africa
Zimbabwe,ZWE,2014,   13 856,33,52,16,22,10,-0.55,94,4,2,<1,-0.12,65,12,16,7,-0.44,14,14,52,28,-0.19,10,58,55,76,55,68,0.09,76,22,27,34,53,41,-0.12,31,46,5351,Sub-Saharan Africa,AFR,Eastern and Southern Africa,Sub-Saharan Africa
Zimbabwe,ZWE,2015,   14 155,32,51,16,23,10,-0.55,94,4,2,<1,-0.12,65,12,16,7,-0.44,14,14,53,28,-0.19,10,58,55,75,55,68,0.09,74,23,27,34,54,41,-0.12,31,47,5352,Sub-Saharan Africa,AFR,Eastern and Southern Africa,Sub-Saharan Africa
Zimbabwe,ZWE,2016,   14 453,32,51,17,23,10,-0.55,93,4,2,<1,-0.12,64,13,16,7,-0.44,14,14,54,28,-0.19,10,58,55,73,55,68,0.09,73,25,27,33,54,41,-0.12,30,47,5353,Sub-Saharan Africa,AFR,Eastern and Southern Africa,Sub-Saharan Africa
Zimbabwe,ZWE,2017,   14 751,32,50,17,23,10,-0.55,93,5,2,<1,-0.12,64,13,16,7,-0.44,14,14,55,28,-0.19,9,58,55,72,55,69,0.09,71,27,27,32,55,41,-0.12,29,48,5354,Sub-Saharan Africa,AFR,Eastern and Southern Africa,Sub-Saharan Africa
Zimbabwe,ZWE,2018,   15 052,32,49,18,23,10,-0.55,93,5,2,<1,-0.12,64,14,16,7,-0.44,13,13,56,28,-0.19,9,58,55,71,55,69,0.09,70,28,27,32,56,41,-0.12,29,48,5355,Sub-Saharan Africa,AFR,Eastern and Southern Africa,Sub-Saharan Africa
Zimbabwe,ZWE,2019,   15 355,32,49,18,23,10,-0.55,93,5,2,<1,-0.12,63,14,16,7,-0.44,13,13,57,28,-0.19,9,58,55,69,55,69,0.09,68,30,27,31,57,41,-0.12,28,49,5356,Sub-Saharan Africa,AFR,Eastern and Southern Africa,Sub-Saharan Africa
Zimbabwe,ZWE,2020,   15 670,32,48,19,23,10,-0.55,93,5,2,<1,-0.12,63,14,16,7,-0.44,13,13,59,28,-0.19,9,58,55,68,55,69,0.09,67,31,27,31,58,41,-0.12,27,49,5357,Sub-Saharan Africa,AFR,Eastern and Southern Africa,Sub-Saharan Africa
Zimbabwe,ZWE,2021,   15 994,32,48,19,23,10,-0.55,93,5,2,<1,-0.12,62,15,16,7,-0.44,13,13,60,28,-0.19,9,58,55,66,55,69,0.09,65,33,26,30,58,41,-0.12,27,50,5358,Sub-Saharan Africa,AFR,Eastern and Southern Africa,Sub-Saharan Africa
Zimbabwe,ZWE,2022,   16 321,32,48,19,23,10,-0.55,93,5,2,<1,-0.12,62,15,16,7,-0.44,13,13,60,28,-0.19,9,58,55,66,55,69,0.09,65,33,27,30,58,41,-0.12,27,50,5359,Sub-Saharan Africa,AFR,Eastern and Southern Africa,Sub-Saharan Africa
,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,
,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,
,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,
,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,
,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,
,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,
,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,
,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,
,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,
,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,
,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,
,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,
,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,
,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,
,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,
,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,
,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,
,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,
,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,
,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,
,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,
,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,
,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,
,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,
,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,
,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,
,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,
,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,
,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,
,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,
,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,
,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,
,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,
,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,
,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,
,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,
,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,
,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,
,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,
,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,
,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,
,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,
,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,
,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,
,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,
,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,
,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,
,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,
,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,
,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,
,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,
,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,
,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,
,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,
,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,
,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,
,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,
,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,
,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,
,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,
,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,
,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,
,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,
,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,
,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,
,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,
,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,
,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,
,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,
,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,
,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,
,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,
,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,
,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,
,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,
,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,
,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,
,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,
,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,
,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,
,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,
,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,
,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,
,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,
,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,
,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,
,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,
,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,
,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,
,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,
,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,
,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,
,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,
,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,
,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,
,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,
,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,
,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,
,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,
